part_id,supplier_id,description,unit_weight_kg,unit_volume_m3,part_length_m,part_width_m,part_height_m,unit_value_eur,criticality,damage_sensitivity,handling_class,stackable,returnable_eligible,line_family,bom_A,bom_B,bom_C,bom_D
P0368,S048,Synthetic automotive component 0368,3.9772,0.055159,0.8724,0.4091,0.1545,11.91,medium,0.5914,manual,True,True,interior,1,1,1,1
P0369,S038,Synthetic automotive component 0369,19.7884,0.096236,1.0616,0.4781,0.1896,123.7,medium,0.0759,assisted,True,True,electronics,0,0,2,0
P0370,S009,Synthetic automotive component 0370,1.7603,0.004382,0.3193,0.1986,0.0691,92.66,low,0.3126,manual,True,True,body,5,0,4,0
P0371,S044,Synthetic automotive component 0371,2.0455,0.007004,0.2771,0.2306,0.1096,32.27,low,0.0543,manual,True,True,powertrain,1,0,1,0
P0372,S004,Synthetic automotive component 0372,13.3235,0.038048,0.5966,0.4938,0.1291,6.99,medium,0.1164,assisted,True,True,body,1,1,1,1
P0373,S027,Synthetic automotive component 0373,1.5864,0.006134,0.3275,0.2413,0.0776,136.51,critical,0.3403,manual,True,True,interior,5,0,6,7
P0374,S010,Synthetic automotive component 0374,1.3549,0.002099,0.2151,0.1725,0.0566,88.61,low,0.1646,manual,True,True,thermal,1,1,1,1
P0375,S017,Synthetic automotive component 0375,18.0942,0.091612,0.8326,0.5901,0.1865,6.86,high,0.0235,assisted,True,True,electronics,1,1,1,1
P0376,S021,Synthetic automotive component 0376,1.5689,0.008313,0.3083,0.3027,0.0891,56.03,low,0.1773,manual,False,True,powertrain,2,2,2,2
P0377,S015,Synthetic automotive component 0377,3.6302,0.019458,0.5605,0.3053,0.1137,10.85,high,0.1717,manual,True,True,electronics,0,0,3,4
P0378,S021,Synthetic automotive component 0378,5.7701,0.011668,0.4748,0.293,0.0839,7.69,high,0.5346,manual,False,True,interior,6,0,6,6
P0379,S034,Synthetic automotive component 0379,4.1493,0.018015,0.52,0.3404,0.1018,7.27,low,0.2433,manual,True,True,chassis,1,1,1,1
P0380,S048,Synthetic automotive component 0380,1.2815,0.004794,0.3411,0.207,0.0679,30.31,medium,0.1167,manual,True,True,body,0,1,1,1
P0381,S018,Synthetic automotive component 0381,0.4032,0.003236,0.1936,0.1828,0.0914,47.24,low,0.3727,manual,True,True,thermal,6,6,0,6
P0382,S000,Synthetic automotive component 0382,1.8613,0.004238,0.2588,0.2022,0.081,148.48,medium,0.2297,manual,True,True,interior,0,7,6,6
P0383,S035,Synthetic automotive component 0383,2.1203,0.002976,0.2194,0.2203,0.0616,32.41,medium,0.2486,manual,True,True,powertrain,2,2,2,0
P0384,S045,Synthetic automotive component 0384,0.8236,0.002444,0.255,0.1556,0.0616,4.73,low,0.4252,manual,True,True,body,4,5,3,3
P0385,S033,Synthetic automotive component 0385,18.1946,0.08039,0.7563,0.5681,0.1871,25.66,low,0.5474,assisted,True,True,thermal,1,0,1,0
P0386,S048,Synthetic automotive component 0386,6.0532,0.037269,0.7344,0.3841,0.1321,84.91,medium,0.3529,manual,True,True,body,1,1,0,1
P0387,S043,Synthetic automotive component 0387,5.9962,0.041575,0.8288,0.3835,0.1308,145.33,high,0.2147,manual,True,False,thermal,2,2,0,0
P0388,S058,Synthetic automotive component 0388,5.9753,0.061689,0.6557,0.5305,0.1773,8.49,low,0.1584,assisted,False,True,chassis,0,4,5,5
P0389,S017,Synthetic automotive component 0389,1.3821,0.00273,0.1922,0.1799,0.079,33.16,medium,0.1739,manual,True,True,thermal,1,1,1,1
P0390,S051,Synthetic automotive component 0390,0.8553,0.003623,0.2672,0.2247,0.0603,35.39,medium,0.6473,manual,False,True,electronics,2,2,2,2
P0391,S006,Synthetic automotive component 0391,8.7049,0.084284,0.8117,0.6168,0.1684,54.58,high,0.2595,assisted,True,True,powertrain,4,5,4,4
P0392,S009,Synthetic automotive component 0392,8.4955,0.054394,0.915,0.3959,0.1502,14.62,medium,0.1253,assisted,True,True,interior,2,0,0,2
P0393,S012,Synthetic automotive component 0393,6.1087,0.04919,0.7643,0.4401,0.1462,24.53,low,0.0508,manual,True,True,thermal,11,13,14,10
P0394,S017,Synthetic automotive component 0394,5.2671,0.023258,0.6375,0.3457,0.1055,26.68,medium,0.2825,manual,True,True,chassis,1,1,1,0
P0395,S053,Synthetic automotive component 0395,3.5836,0.020555,0.5595,0.3455,0.1063,41.21,medium,0.1409,manual,True,True,thermal,4,0,0,0
P0396,S025,Synthetic automotive component 0396,4.3316,0.014676,0.4148,0.3151,0.1123,8.81,medium,0.1278,manual,True,True,powertrain,2,0,2,2
P0397,S059,Synthetic automotive component 0397,3.1851,0.013537,0.4117,0.2782,0.1182,2.64,high,0.2714,manual,True,True,thermal,0,1,1,1
P0398,S009,Synthetic automotive component 0398,0.7777,0.002359,0.2463,0.1749,0.0548,16.24,high,0.4347,manual,True,True,body,2,2,2,2
P0399,S032,Synthetic automotive component 0399,0.5746,0.004507,0.2883,0.2218,0.0705,1.96,high,0.2439,manual,False,True,interior,2,2,2,2
P0400,S010,Synthetic automotive component 0400,0.5269,0.005098,0.4225,0.1856,0.065,19.42,medium,0.2579,manual,True,True,electronics,1,1,1,1
P0401,S018,Synthetic automotive component 0401,2.4205,0.014189,0.5478,0.2601,0.0996,38.21,high,0.2598,manual,True,True,body,2,2,2,2
P0402,S016,Synthetic automotive component 0402,0.5151,0.001712,0.242,0.1453,0.0487,5.62,medium,0.1495,manual,True,False,chassis,0,0,1,1
P0403,S031,Synthetic automotive component 0403,9.6771,0.041368,0.6633,0.4256,0.1466,7.63,low,0.3477,assisted,True,True,electronics,5,7,6,5
P0404,S026,Synthetic automotive component 0404,20.1398,0.151413,0.8424,0.6614,0.2717,56.84,medium,0.0718,assisted,False,True,thermal,1,1,1,0
P0405,S023,Synthetic automotive component 0405,4.8595,0.034242,0.5484,0.4247,0.147,4.36,medium,0.3605,manual,True,True,body,2,2,2,2
P0406,S003,Synthetic automotive component 0406,4.6576,0.016493,0.5929,0.2732,0.1018,23.47,high,0.319,manual,True,True,interior,2,0,0,0
P0407,S030,Synthetic automotive component 0407,1.7296,0.004779,0.3483,0.1958,0.0701,45.46,medium,0.3471,manual,True,False,body,8,8,8,6
P0408,S055,Synthetic automotive component 0408,3.0349,0.015302,0.6026,0.2604,0.0975,18.41,low,0.2785,manual,False,True,body,1,1,1,1
P0409,S008,Synthetic automotive component 0409,0.2074,0.000533,0.1141,0.1321,0.0353,45.79,critical,0.0604,manual,True,True,chassis,2,2,2,2
P0410,S030,Synthetic automotive component 0410,8.6471,0.015534,0.5193,0.3272,0.0914,39.84,medium,0.6182,assisted,True,True,powertrain,2,2,2,0
P0411,S043,Synthetic automotive component 0411,0.8778,0.00128,0.1956,0.1535,0.0426,100.51,low,0.112,manual,True,True,interior,10,0,0,13
P0412,S023,Synthetic automotive component 0412,2.3101,0.009404,0.3896,0.2554,0.0945,8.93,low,0.251,manual,True,True,interior,0,2,0,2
P0413,S043,Synthetic automotive component 0413,6.0644,0.018594,0.5092,0.3664,0.0997,34.14,high,0.3122,manual,True,True,electronics,5,4,4,0
P0414,S003,Synthetic automotive component 0414,3.376,0.010446,0.4544,0.2502,0.0919,19.74,high,0.2596,manual,False,True,body,0,2,0,0
P0415,S020,Synthetic automotive component 0415,1.841,0.031078,0.4802,0.4781,0.1354,17.69,medium,0.2754,manual,False,True,powertrain,2,2,2,0
P0416,S047,Synthetic automotive component 0416,3.4932,0.028867,0.7181,0.3498,0.1149,7.95,medium,0.3138,manual,True,True,powertrain,0,0,2,2
P0417,S056,Synthetic automotive component 0417,7.6163,0.016643,0.4301,0.3599,0.1075,121.47,low,0.2099,manual,True,True,body,5,5,5,7
P0418,S038,Synthetic automotive component 0418,1.8226,0.006472,0.3346,0.1909,0.1014,1.85,medium,0.421,manual,True,True,chassis,0,7,0,0
P0419,S036,Synthetic automotive component 0419,4.6699,0.016352,0.4948,0.2786,0.1186,15.93,low,0.3165,manual,True,True,body,8,8,6,7
P0420,S016,Synthetic automotive component 0420,1.7268,0.007189,0.3649,0.2503,0.0787,13.73,medium,0.2905,manual,True,True,powertrain,2,0,2,2
P0421,S014,Synthetic automotive component 0421,0.3791,0.001214,0.1564,0.1519,0.0511,2.38,high,0.3208,manual,False,True,interior,9,9,9,8
P0422,S011,Synthetic automotive component 0422,3.3022,0.033517,0.6413,0.3709,0.1409,21.22,low,0.1049,manual,True,True,powertrain,0,0,1,0
P0423,S053,Synthetic automotive component 0423,2.7135,0.016619,0.4253,0.3769,0.1037,28.9,medium,0.4135,manual,True,True,interior,0,0,0,1
P0424,S020,Synthetic automotive component 0424,4.9096,0.012272,0.4829,0.2416,0.1052,180.39,low,0.1447,manual,True,True,body,4,4,0,3
P0425,S025,Synthetic automotive component 0425,0.9798,0.005887,0.3107,0.21,0.0902,39.15,medium,0.4586,manual,True,True,interior,1,1,1,1
P0426,S056,Synthetic automotive component 0426,9.405,0.062773,0.8394,0.5109,0.1464,14.78,low,0.2505,assisted,True,True,electronics,1,1,1,1
P0427,S056,Synthetic automotive component 0427,27.5301,0.068931,0.7102,0.58,0.1674,21.55,high,0.2794,mechanical,True,True,thermal,4,4,4,5
P0428,S044,Synthetic automotive component 0428,9.0557,0.017392,0.543,0.3237,0.0989,10.14,low,0.1036,assisted,True,True,powertrain,0,10,0,7
P0429,S003,Synthetic automotive component 0429,1.2518,0.004309,0.2606,0.2256,0.0733,10.94,low,0.481,manual,True,True,body,0,2,2,2
P0430,S050,Synthetic automotive component 0430,1.8653,0.005151,0.314,0.2088,0.0786,49.39,low,0.3132,manual,True,True,electronics,1,1,1,1
P0431,S056,Synthetic automotive component 0431,3.5422,0.041765,0.5538,0.4587,0.1644,33.22,medium,0.3176,manual,True,True,interior,2,2,2,2
P0432,S047,Synthetic automotive component 0432,0.7782,0.003214,0.2363,0.2364,0.0575,20.03,high,0.075,manual,True,True,thermal,2,2,0,2
P0433,S055,Synthetic automotive component 0433,1.6094,0.008512,0.386,0.2921,0.0755,22.01,medium,0.6522,manual,True,False,thermal,7,0,5,5
P0434,S029,Synthetic automotive component 0434,16.8124,0.094693,1.0966,0.4652,0.1856,24.81,medium,0.5989,assisted,True,True,thermal,14,12,10,12
P0435,S018,Synthetic automotive component 0435,4.8706,0.028393,0.5691,0.3783,0.1319,3.19,low,0.184,manual,False,False,interior,1,1,1,1
P0436,S054,Synthetic automotive component 0436,8.5916,0.017529,0.4365,0.4022,0.0998,355.46,medium,0.0942,assisted,True,True,chassis,2,2,2,2
P0437,S021,Synthetic automotive component 0437,0.687,0.004153,0.2365,0.1876,0.0936,116.14,low,0.5897,manual,True,True,thermal,2,2,2,2
P0438,S048,Synthetic automotive component 0438,3.938,0.041557,0.6322,0.3646,0.1803,3.35,medium,0.2327,manual,True,True,chassis,0,2,0,2
P0439,S034,Synthetic automotive component 0439,4.0801,0.033197,0.6503,0.3454,0.1478,9.02,medium,0.2948,manual,True,True,chassis,0,2,2,2
P0440,S023,Synthetic automotive component 0440,8.8841,0.0224,0.5051,0.373,0.1189,119.62,medium,0.3112,assisted,False,True,powertrain,1,1,1,1
P0441,S012,Synthetic automotive component 0441,1.4294,0.018788,0.5324,0.3501,0.1008,5.64,low,0.2733,manual,True,True,interior,2,0,2,2
P0442,S056,Synthetic automotive component 0442,6.0374,0.033739,0.7491,0.3561,0.1265,1.77,low,0.2628,manual,True,True,interior,2,2,2,2
P0443,S006,Synthetic automotive component 0443,3.3538,0.016923,0.3644,0.355,0.1308,33.43,low,0.1004,manual,True,False,chassis,1,1,0,1
P0444,S014,Synthetic automotive component 0444,3.0895,0.018256,0.5251,0.292,0.1191,11.55,high,0.4575,manual,True,True,chassis,1,1,1,0
P0445,S053,Synthetic automotive component 0445,3.5453,0.008301,0.3466,0.2911,0.0823,25.3,critical,0.2808,manual,False,True,electronics,0,5,4,0
P0446,S027,Synthetic automotive component 0446,1.4017,0.005801,0.3801,0.2077,0.0735,2.26,medium,0.3082,manual,True,True,chassis,1,1,1,1
P0447,S005,Synthetic automotive component 0447,4.9069,0.029044,0.5129,0.4523,0.1252,33.35,low,0.1286,manual,True,True,interior,2,2,0,2
P0448,S009,Synthetic automotive component 0448,12.9773,0.112432,1.179,0.5139,0.1856,50.87,low,0.7092,assisted,False,True,electronics,1,1,1,1
P0449,S006,Synthetic automotive component 0449,16.5381,0.150519,1.0806,0.5997,0.2323,27.09,critical,0.1182,assisted,True,False,powertrain,0,4,0,5
P0450,S025,Synthetic automotive component 0450,2.5535,0.008116,0.3156,0.2826,0.091,5.06,low,0.4788,manual,True,True,powertrain,3,3,0,5
P0451,S010,Synthetic automotive component 0451,3.2616,0.008024,0.2994,0.3153,0.085,7.32,low,0.5759,manual,True,True,powertrain,1,1,0,0
P0452,S033,Synthetic automotive component 0452,2.1464,0.008574,0.3653,0.2712,0.0866,24.83,medium,0.4099,manual,True,True,interior,2,2,2,2
P0453,S031,Synthetic automotive component 0453,2.1699,0.004014,0.3481,0.197,0.0586,37.3,high,0.2825,manual,True,True,electronics,2,2,2,2
P0454,S000,Synthetic automotive component 0454,1.63,0.00198,0.2057,0.1539,0.0625,1.37,medium,0.2852,manual,True,True,interior,1,0,0,0
P0455,S011,Synthetic automotive component 0455,2.181,0.013902,0.3439,0.3307,0.1222,18.71,low,0.3332,manual,True,True,body,6,7,0,5
P0456,S032,Synthetic automotive component 0456,6.1798,0.065836,0.6745,0.5453,0.179,4.88,medium,0.2964,assisted,False,True,powertrain,9,8,7,8
P0457,S056,Synthetic automotive component 0457,5.2567,0.081181,1.0192,0.4883,0.1631,20.17,low,0.2899,assisted,True,True,electronics,2,0,0,2
P0458,S004,Synthetic automotive component 0458,17.5554,0.060306,0.6488,0.4079,0.2279,171.81,low,0.1591,assisted,True,True,thermal,7,0,0,8
P0459,S026,Synthetic automotive component 0459,2.897,0.018396,0.4416,0.2787,0.1495,120.93,low,0.7473,manual,True,True,thermal,1,1,1,1
P0460,S059,Synthetic automotive component 0460,2.8936,0.014429,0.4014,0.3131,0.1148,93.52,medium,0.3567,manual,True,False,powertrain,2,2,2,0
P0461,S030,Synthetic automotive component 0461,5.6333,0.010455,0.4064,0.3003,0.0857,28.14,low,0.2214,manual,True,True,thermal,2,2,2,2
P0462,S023,Synthetic automotive component 0462,8.7258,0.024848,0.5771,0.3398,0.1267,16.53,low,0.3627,assisted,True,True,powertrain,0,6,0,7
P0463,S056,Synthetic automotive component 0463,5.2989,0.015772,0.4177,0.309,0.1222,1.64,medium,0.1245,manual,False,True,powertrain,1,1,1,0
P0464,S045,Synthetic automotive component 0464,1.5583,0.013328,0.4797,0.3132,0.0887,26.4,medium,0.2367,manual,True,False,electronics,7,0,0,7
P0465,S049,Synthetic automotive component 0465,6.2457,0.05459,0.6055,0.4381,0.2058,11.67,medium,0.3546,manual,False,True,thermal,2,2,2,2
P0466,S028,Synthetic automotive component 0466,2.8834,0.006461,0.4001,0.2263,0.0713,30.68,low,0.3236,manual,True,True,thermal,0,1,1,0
P0467,S034,Synthetic automotive component 0467,3.6917,0.056342,0.5332,0.4838,0.2184,7.52,low,0.1656,manual,True,True,chassis,2,2,2,2
P0468,S022,Synthetic automotive component 0468,2.3241,0.009967,0.3227,0.2321,0.1331,21.58,high,0.0898,manual,True,True,interior,3,0,3,4
P0469,S044,Synthetic automotive component 0469,1.0579,0.007817,0.3837,0.2612,0.078,6.07,high,0.1655,manual,True,True,thermal,0,5,7,7
P0470,S027,Synthetic automotive component 0470,4.1769,0.031308,0.5802,0.4131,0.1306,67.12,high,0.3671,manual,True,True,body,6,0,6,6
P0471,S053,Synthetic automotive component 0471,1.2646,0.000994,0.1555,0.1086,0.0589,7.64,medium,0.2017,manual,True,True,chassis,0,2,0,2
P0472,S058,Synthetic automotive component 0472,4.3675,0.021365,0.3955,0.4223,0.1279,117.23,low,0.2929,manual,True,True,chassis,0,0,1,1
P0473,S053,Synthetic automotive component 0473,0.8764,0.003777,0.2534,0.2422,0.0615,8.43,low,0.3119,manual,True,True,chassis,3,3,0,5
P0474,S008,Synthetic automotive component 0474,4.1473,0.019369,0.3963,0.3845,0.1271,25.33,low,0.4413,manual,True,False,chassis,1,0,1,1
P0475,S023,Synthetic automotive component 0475,1.7393,0.003639,0.3053,0.1915,0.0622,23.39,low,0.1426,manual,True,True,thermal,0,4,3,0
P0476,S023,Synthetic automotive component 0476,3.3521,0.02262,0.4495,0.3272,0.1538,18.26,high,0.2483,manual,True,False,thermal,1,1,1,1
P0477,S008,Synthetic automotive component 0477,3.5474,0.02262,0.418,0.4648,0.1164,53.21,high,0.4805,manual,True,True,thermal,1,1,1,1
P0478,S003,Synthetic automotive component 0478,8.7127,0.038111,0.585,0.4533,0.1437,11.54,high,0.1191,assisted,True,True,chassis,0,1,1,0
P0479,S028,Synthetic automotive component 0479,1.2978,0.016998,0.4514,0.2922,0.1289,67.43,medium,0.2775,manual,True,True,powertrain,1,1,1,1
P0480,S055,Synthetic automotive component 0480,2.6676,0.004141,0.3554,0.1721,0.0677,31.46,low,0.3781,manual,True,False,body,0,0,3,0
P0481,S035,Synthetic automotive component 0481,1.5505,0.005792,0.3495,0.2397,0.0691,12.29,high,0.0616,manual,True,True,body,5,4,5,4
P0482,S000,Synthetic automotive component 0482,2.5467,0.022538,0.589,0.3001,0.1275,2.65,high,0.33,manual,False,True,chassis,2,0,2,0
P0483,S023,Synthetic automotive component 0483,0.8393,0.002844,0.2234,0.1805,0.0705,4.93,critical,0.2428,manual,True,True,interior,5,4,5,3
P0484,S059,Synthetic automotive component 0484,1.6094,0.005248,0.3032,0.1926,0.0898,260.84,medium,0.25,manual,False,True,body,9,9,8,0
P0485,S041,Synthetic automotive component 0485,8.2924,0.030912,0.6488,0.3718,0.1281,38.13,critical,0.3481,assisted,True,True,powertrain,2,2,2,2
P0486,S048,Synthetic automotive component 0486,2.4423,0.018904,0.6056,0.3004,0.1039,11.55,high,0.0541,manual,True,True,chassis,7,8,0,7
P0487,S009,Synthetic automotive component 0487,1.7967,0.027187,0.5932,0.3572,0.1283,40.23,low,0.2056,manual,True,True,chassis,3,4,3,5
P0488,S023,Synthetic automotive component 0488,3.5333,0.008225,0.4029,0.24,0.0851,225.88,medium,0.2356,manual,True,True,electronics,2,0,2,2
P0489,S024,Synthetic automotive component 0489,2.0925,0.003872,0.3008,0.1754,0.0734,19.66,medium,0.5213,manual,True,True,body,6,5,5,5
P0490,S031,Synthetic automotive component 0490,7.0224,0.061363,0.9292,0.4139,0.1596,25.48,medium,0.3445,assisted,True,False,thermal,0,1,1,0
P0491,S015,Synthetic automotive component 0491,1.8659,0.008562,0.4707,0.2299,0.0791,8.74,medium,0.3103,manual,True,False,interior,6,5,5,6
P0492,S048,Synthetic automotive component 0492,0.5405,0.001452,0.2219,0.1262,0.0518,16.94,medium,0.2685,manual,True,True,powertrain,0,15,12,0
P0493,S009,Synthetic automotive component 0493,4.9491,0.027772,0.5608,0.3624,0.1367,29.04,medium,0.2243,manual,True,True,thermal,7,0,0,6
P0494,S023,Synthetic automotive component 0494,0.6602,0.008407,0.3468,0.2381,0.1018,10.95,medium,0.5388,manual,True,True,electronics,7,6,6,6
P0495,S022,Synthetic automotive component 0495,1.7664,0.005319,0.3937,0.196,0.0689,101.02,high,0.5103,manual,True,False,electronics,8,0,8,7
P0496,S012,Synthetic automotive component 0496,1.39,0.004424,0.2853,0.2092,0.0741,40.2,high,0.4763,manual,True,True,interior,9,7,7,0
P0497,S008,Synthetic automotive component 0497,2.4421,0.004916,0.2764,0.2016,0.0882,301.11,low,0.1081,manual,True,True,thermal,2,2,0,2
P0498,S050,Synthetic automotive component 0498,0.7091,0.003078,0.2356,0.1886,0.0693,58.61,high,0.5537,manual,True,True,powertrain,4,4,4,4
P0499,S023,Synthetic automotive component 0499,4.8197,0.019548,0.6232,0.3047,0.1029,14.76,critical,0.2333,manual,True,True,body,0,5,3,4
P0500,S030,Synthetic automotive component 0500,4.1322,0.027564,0.5722,0.3726,0.1293,13.39,medium,0.2981,manual,True,True,interior,1,1,1,0
P0501,S018,Synthetic automotive component 0501,10.3233,0.0265,0.4634,0.4262,0.1342,22.59,low,0.4169,assisted,True,True,chassis,4,0,0,4
P0502,S047,Synthetic automotive component 0502,2.0979,0.007894,0.2764,0.3369,0.0848,21.68,medium,0.159,manual,True,True,electronics,2,2,2,2
P0503,S033,Synthetic automotive component 0503,4.2079,0.018139,0.4882,0.3663,0.1014,4.8,medium,0.2732,manual,False,True,thermal,2,2,2,2
P0504,S023,Synthetic automotive component 0504,1.0064,0.006299,0.3018,0.2243,0.093,36.34,medium,0.1426,manual,True,True,thermal,1,1,1,1
P0505,S022,Synthetic automotive component 0505,1.609,0.025467,0.6123,0.3607,0.1153,15.25,medium,0.4009,manual,True,True,powertrain,10,0,10,8
P0506,S048,Synthetic automotive component 0506,1.046,0.002936,0.2163,0.2017,0.0673,42.55,low,0.1226,manual,True,True,chassis,2,2,2,2
P0507,S036,Synthetic automotive component 0507,1.4636,0.013032,0.5645,0.2428,0.0951,3.04,high,0.2881,manual,True,True,interior,4,4,3,4
P0508,S019,Synthetic automotive component 0508,12.0745,0.061408,0.6395,0.4506,0.2131,6.88,medium,0.1204,assisted,True,True,electronics,1,1,0,1
P0509,S011,Synthetic automotive component 0509,1.873,0.005824,0.3122,0.2136,0.0873,4.04,low,0.5478,manual,False,True,electronics,0,1,1,0
P0510,S018,Synthetic automotive component 0510,3.5575,0.011422,0.4172,0.3095,0.0885,16.54,high,0.2523,manual,True,True,powertrain,2,2,2,2
P0511,S040,Synthetic automotive component 0511,0.575,0.011866,0.3891,0.3312,0.0921,44.41,low,0.4569,manual,False,True,thermal,5,0,5,5
P0512,S021,Synthetic automotive component 0512,6.0783,0.024875,0.6074,0.34,0.1205,7.53,high,0.2899,manual,False,True,chassis,0,2,2,2
P0513,S019,Synthetic automotive component 0513,13.9718,0.149972,0.8965,0.6262,0.2672,16.07,medium,0.4402,assisted,True,True,powertrain,2,2,2,2
P0514,S055,Synthetic automotive component 0514,2.7391,0.008361,0.423,0.2436,0.0812,1.1,medium,0.4194,manual,True,True,electronics,2,2,2,2
P0515,S033,Synthetic automotive component 0515,20.5898,0.058907,0.6482,0.4901,0.1854,59.67,medium,0.2227,assisted,True,True,body,4,4,5,0
P0516,S032,Synthetic automotive component 0516,1.207,0.01494,0.4298,0.2668,0.1303,8.18,medium,0.2683,manual,True,False,chassis,1,1,1,1
P0517,S040,Synthetic automotive component 0517,2.8275,0.018558,0.3618,0.4125,0.1244,4.98,low,0.2641,manual,True,True,powertrain,1,1,1,0
P0518,S022,Synthetic automotive component 0518,5.5907,0.015618,0.4725,0.2938,0.1125,0.98,medium,0.185,manual,True,True,interior,7,0,7,7
P0519,S041,Synthetic automotive component 0519,2.108,0.01331,0.3447,0.269,0.1435,34.08,low,0.178,manual,True,True,powertrain,2,2,2,0
P0520,S015,Synthetic automotive component 0520,0.4198,0.001936,0.2005,0.1652,0.0584,7.75,low,0.1303,manual,True,True,thermal,0,1,0,1
P0521,S028,Synthetic automotive component 0521,1.9141,0.004098,0.3001,0.2059,0.0663,67.21,medium,0.3305,manual,False,True,interior,5,7,7,6
P0522,S006,Synthetic automotive component 0522,23.0445,0.130554,1.0166,0.5858,0.2192,60.85,high,0.246,assisted,True,True,electronics,14,0,0,0
P0523,S017,Synthetic automotive component 0523,0.5167,0.001813,0.1797,0.1805,0.0559,103.42,medium,0.1774,manual,True,False,interior,1,1,1,1
P0524,S044,Synthetic automotive component 0524,0.217,0.000711,0.1537,0.1327,0.0348,36.57,high,0.1196,manual,True,True,chassis,0,2,2,0
P0525,S012,Synthetic automotive component 0525,4.1658,0.050916,0.848,0.3859,0.1556,15.33,low,0.5657,manual,True,True,interior,1,1,0,0
P0526,S004,Synthetic automotive component 0526,3.1252,0.052322,0.8406,0.4037,0.1542,5.98,medium,0.5484,manual,True,True,powertrain,1,0,0,1
P0527,S049,Synthetic automotive component 0527,4.6853,0.059736,0.7969,0.4837,0.155,43.3,low,0.2458,manual,True,True,interior,2,2,2,2
P0528,S000,Synthetic automotive component 0528,6.3977,0.049831,0.6769,0.465,0.1583,6.87,low,0.2454,manual,True,True,chassis,1,0,1,1
P0529,S056,Synthetic automotive component 0529,8.7638,0.031657,0.4611,0.4985,0.1377,106.24,medium,0.1813,assisted,True,True,thermal,10,9,0,8
P0530,S040,Synthetic automotive component 0530,16.3153,0.216639,1.0809,0.8497,0.2359,32.58,low,0.563,mechanical,False,True,powertrain,1,1,1,1
P0531,S052,Synthetic automotive component 0531,2.0148,0.02358,0.4542,0.4563,0.1138,26.54,high,0.1981,manual,False,True,chassis,0,4,0,5
P0532,S059,Synthetic automotive component 0532,1.7367,0.005902,0.4048,0.2087,0.0699,55.97,medium,0.262,manual,False,True,body,7,0,6,7
P0533,S024,Synthetic automotive component 0533,4.3341,0.012049,0.4298,0.3183,0.0881,104.58,medium,0.0267,manual,True,True,body,0,2,0,0
P0534,S022,Synthetic automotive component 0534,13.5736,0.045861,0.6877,0.4206,0.1585,6.17,low,0.2244,assisted,True,False,body,0,9,10,10
P0535,S030,Synthetic automotive component 0535,1.0226,0.008401,0.3346,0.2549,0.0985,754.25,medium,0.3328,manual,True,True,electronics,6,0,0,8
P0536,S023,Synthetic automotive component 0536,3.1926,0.023207,0.6284,0.3395,0.1088,41.66,low,0.3499,manual,False,True,electronics,1,1,1,1
P0537,S009,Synthetic automotive component 0537,2.2928,0.008145,0.414,0.2219,0.0887,4.47,low,0.2171,manual,True,True,body,6,6,6,5
P0538,S009,Synthetic automotive component 0538,1.7584,0.017087,0.4391,0.3114,0.125,9.72,high,0.0705,manual,True,True,powertrain,0,1,0,1
P0539,S027,Synthetic automotive component 0539,2.3679,0.008536,0.441,0.2371,0.0816,66.55,low,0.5113,manual,True,True,interior,0,4,3,0
P0540,S039,Synthetic automotive component 0540,1.0401,0.008764,0.418,0.2695,0.0778,15.75,high,0.3719,manual,False,True,powertrain,1,1,1,1
P0541,S023,Synthetic automotive component 0541,2.7394,0.024085,0.4792,0.3139,0.1601,17.72,medium,0.6209,manual,True,True,powertrain,5,7,5,0
P0542,S053,Synthetic automotive component 0542,1.8929,0.006369,0.2966,0.2546,0.0843,13.57,medium,0.4993,manual,True,True,electronics,1,0,1,0
P0543,S026,Synthetic automotive component 0543,4.1568,0.056237,0.8368,0.4251,0.1581,5.73,medium,0.1273,manual,True,True,electronics,0,1,1,1
P0544,S000,Synthetic automotive component 0544,5.3109,0.032975,0.7506,0.3655,0.1202,108.04,medium,0.2632,manual,True,True,chassis,5,4,3,0
P0545,S046,Synthetic automotive component 0545,2.7821,0.011358,0.3318,0.3513,0.0975,8.14,medium,0.6155,manual,True,True,interior,7,7,7,5
P0546,S043,Synthetic automotive component 0546,5.1814,0.014564,0.4446,0.3215,0.1019,15.87,low,0.2638,manual,True,True,chassis,13,0,0,0
P0547,S040,Synthetic automotive component 0547,1.4087,0.002886,0.2345,0.1896,0.0649,16.82,medium,0.6148,manual,True,True,thermal,9,9,8,7
P0548,S032,Synthetic automotive component 0548,1.3145,0.007881,0.368,0.2691,0.0796,21.63,high,0.1443,manual,True,False,electronics,2,2,2,2
P0549,S023,Synthetic automotive component 0549,4.3029,0.027535,0.5309,0.3515,0.1475,4.53,medium,0.0613,manual,True,True,chassis,8,10,8,6
P0550,S021,Synthetic automotive component 0550,4.5122,0.005443,0.3332,0.2135,0.0765,43.58,low,0.4095,manual,False,True,electronics,4,3,5,5
P0551,S059,Synthetic automotive component 0551,2.8068,0.014714,0.5342,0.2972,0.0927,13.79,medium,0.2334,manual,True,True,thermal,7,5,5,6
P0552,S023,Synthetic automotive component 0552,1.2129,0.007579,0.3331,0.1998,0.1139,52.45,high,0.2591,manual,True,True,interior,8,7,9,0
